"CustomerID","Recency","Frequency","Monetary","First_Purchase","Last_Purchase","R_Score","F_Score","M_Score","RFM_Score","RFM_Category","Segment"
13376,99.8569444444445,3,1019.76,2011-04-19 13:03:00,2011-09-01 16:16:00,2,4,4,10,"244","Needing Attention"
13379,26.9618055555556,3,572.56,2011-07-26 12:26:00,2011-11-13 13:45:00,4,4,3,11,"443","Loyal Customers"
13381,32.0361111111111,6,3639.31,2011-02-14 10:10:00,2011-11-08 11:58:00,4,5,5,14,"455","Champions"
13382,281.115972222222,1,222.99,2011-03-04 10:03:00,2011-03-04 10:03:00,1,2,1,4,"121","Hibernating"
13384,31.0736111111111,7,4151.93,2011-06-14 12:47:00,2011-11-09 11:04:00,4,5,5,14,"455","Champions"
13385,330.123611111111,1,534.57,2011-01-14 09:52:00,2011-01-14 09:52:00,1,2,3,6,"123","At Risk"
13388,131.998611111111,2,677.1,2011-07-31 12:52:00,2011-07-31 12:52:00,2,3,3,8,"233","Needing Attention"
13389,11.9506944444444,3,797.96,2011-04-21 12:12:00,2011-11-28 14:01:00,5,4,3,12,"543","Loyal Customers"
13390,75.175,1,544.08,2011-09-26 08:38:00,2011-09-26 08:38:00,2,2,3,7,"223","At Risk"
13391,204.083333333333,1,59.8,2011-05-20 10:50:00,2011-05-20 10:50:00,1,2,1,4,"121","Hibernating"
13394,2.05138888888889,8,2520.02,2011-02-03 10:39:00,2011-12-08 11:36:00,5,5,5,15,"555","Champions"
13395,185.906944444444,1,307.72,2011-06-07 15:04:00,2011-06-07 15:04:00,1,2,2,5,"122","At Risk"
13396,29.8270833333333,2,1360.99,2011-01-24 13:37:00,2011-11-10 16:59:00,4,3,4,11,"434","Loyal Customers"
13397,73.0791666666667,5,1544.13,2011-01-04 13:50:00,2011-09-28 10:56:00,2,4,4,10,"244","Needing Attention"
13398,192.98125,1,457.34,2011-05-31 13:17:00,2011-05-31 13:17:00,1,2,2,5,"122","At Risk"
13402,127.874305555556,2,621.23,2010-12-02 17:12:00,2011-08-04 15:51:00,2,3,3,8,"233","Needing Attention"
13403,18.1819444444444,1,75,2011-11-22 08:28:00,2011-11-22 08:28:00,4,2,1,7,"421","Others"
13404,1.88402777777778,2,252.49,2011-05-11 11:57:00,2011-12-08 15:37:00,5,3,2,10,"532","Potential Loyalists"
13405,74.8256944444445,3,572.451,2011-01-26 09:27:00,2011-09-26 17:01:00,2,4,3,9,"243","Needing Attention"
13408,2.15625,62,28117.04,2010-12-01 10:39:00,2011-12-08 09:05:00,5,5,5,15,"555","Champions"
13410,24.8868055555556,5,1003.06,2011-02-21 14:38:00,2011-11-15 15:33:00,4,4,4,12,"444","Loyal Customers"
13411,107.953472222222,1,213.55,2011-08-24 13:57:00,2011-08-24 13:57:00,2,2,1,5,"221","Hibernating"
13414,134.045138888889,3,1390.5,2011-02-16 12:13:00,2011-07-29 11:45:00,2,4,4,10,"244","Needing Attention"
13416,44.1625,2,712.5,2011-09-19 14:43:00,2011-10-27 08:56:00,3,3,3,9,"333","Potential Loyalists"
13417,5.16736111111111,2,640.83,2011-05-18 16:26:00,2011-12-05 08:49:00,5,3,3,11,"533","Loyal Customers"
13418,12.1020833333333,18,6127.43,2010-12-02 10:45:00,2011-11-28 10:23:00,5,5,5,15,"555","Champions"
13419,64.0006944444444,1,221.06,2011-10-07 12:49:00,2011-10-07 12:49:00,3,2,1,6,"321","Others"
13420,150.168055555556,2,159.85,2011-06-22 11:35:00,2011-07-13 08:48:00,2,3,1,6,"231","Others"
13421,40.9368055555556,2,1851.08,2011-02-22 15:46:00,2011-10-30 14:21:00,3,3,4,10,"334","Potential Loyalists"
13422,64.9638888888889,1,2626.3,2011-10-06 13:42:00,2011-10-06 13:42:00,3,2,5,10,"325","Potential Loyalists"
13425,108.817361111111,3,1624.21,2011-02-18 08:34:00,2011-08-23 17:13:00,2,4,4,10,"244","Needing Attention"
13426,1.16041666666667,10,3641.32,2010-12-15 12:43:00,2011-12-09 08:59:00,5,5,5,15,"555","Champions"
13427,19.9916666666667,3,582.6,2011-05-08 15:58:00,2011-11-20 13:02:00,4,4,3,11,"443","Loyal Customers"
13428,10.9375,1,218.47,2011-11-29 14:20:00,2011-11-29 14:20:00,5,2,1,8,"521","Others"
13429,11.1527777777778,4,1006.8,2011-09-25 15:59:00,2011-11-29 09:10:00,5,4,4,13,"544","Champions"
13430,19.1881944444444,2,679.45,2011-09-14 14:26:00,2011-11-21 08:19:00,4,3,3,10,"433","Loyal Customers"
13431,67.9590277777778,2,1269.1,2011-09-12 11:25:00,2011-10-03 13:49:00,3,3,4,10,"334","Potential Loyalists"
13434,74.9305555555556,2,534.24,2011-09-04 10:35:00,2011-09-26 14:30:00,2,3,3,8,"233","Needing Attention"
13435,5.92013888888889,7,3809.89,2011-06-03 17:07:00,2011-12-04 14:45:00,5,5,5,15,"555","Champions"
13436,2.09513888888889,1,196.89,2011-12-08 10:33:00,2011-12-08 10:33:00,5,2,1,8,"521","Others"
13437,14.9513888888889,7,3408.06,2011-06-02 14:30:00,2011-11-25 14:00:00,4,5,5,14,"455","Champions"
13439,255.9375,1,283.71,2011-03-29 14:20:00,2011-03-29 14:20:00,1,2,2,5,"122","At Risk"
13441,92.1333333333333,1,296.64,2011-09-09 09:38:00,2011-09-09 09:38:00,2,2,2,6,"222","At Risk"
13447,23.9666666666667,3,1129.14,2011-11-04 10:10:00,2011-11-16 13:38:00,4,4,4,12,"444","Loyal Customers"
13448,17.0118055555556,6,3539.37,2010-12-01 10:52:00,2011-11-23 12:33:00,4,5,5,14,"455","Champions"
13449,24.1819444444444,1,291.88,2011-11-16 08:28:00,2011-11-16 08:28:00,4,2,2,8,"422","Potential Loyalists"
13450,27.0388888888889,6,2043.72,2011-05-05 19:48:00,2011-11-13 11:54:00,4,5,4,13,"454","Champions"
13451,26.8694444444444,5,2976.15,2011-01-09 15:35:00,2011-11-13 15:58:00,4,4,5,13,"445","Champions"
13452,259.938194444444,2,590,2011-03-14 11:38:00,2011-03-25 14:19:00,1,3,3,7,"133","Needing Attention"
13453,166.136111111111,2,356.98,2011-02-23 09:44:00,2011-06-27 09:34:00,2,3,2,7,"232","At Risk"
13455,25.0618055555556,2,1058.34,2010-12-08 13:11:00,2011-11-15 11:21:00,4,3,4,11,"434","Loyal Customers"
13456,18.1472222222222,6,1766.72,2011-05-16 15:34:00,2011-11-22 09:18:00,4,5,4,13,"454","Champions"
13458,7.88958333333333,14,9646.57,2010-12-15 12:05:00,2011-12-02 15:29:00,5,5,5,15,"555","Champions"
13460,29.8145833333333,2,183.44,2011-10-21 09:50:00,2011-11-10 17:17:00,4,3,1,8,"431","Others"
13461,39.1590277777778,3,1445,2011-06-29 10:23:00,2011-11-01 09:01:00,3,4,4,11,"344","Potential Loyalists"
13462,253.0625,1,151.5,2011-04-01 11:20:00,2011-04-01 11:20:00,1,2,1,4,"121","Hibernating"
13464,58.9090277777778,1,674.68,2011-10-12 15:01:00,2011-10-12 15:01:00,3,2,3,8,"323","Potential Loyalists"
13466,184.840972222222,1,307.9,2011-06-08 16:39:00,2011-06-08 16:39:00,1,2,2,5,"122","At Risk"
13467,11.1173611111111,2,1083.71,2011-11-03 16:56:00,2011-11-29 10:01:00,5,3,4,12,"534","Loyal Customers"
13468,2.09097222222222,37,5704.97,2010-12-01 15:08:00,2011-12-08 10:39:00,5,5,5,15,"555","Champions"
13470,99.9118055555556,2,165,2011-08-16 17:06:00,2011-09-01 14:57:00,2,3,1,6,"231","Others"
13471,1.87916666666667,4,2531.58,2011-10-23 13:10:00,2011-12-08 15:44:00,5,4,5,14,"545","Champions"
13473,61.0625,2,422.64,2011-01-11 08:45:00,2011-10-10 11:20:00,3,3,2,8,"332","Potential Loyalists"
13474,236.95625,1,229.59,2011-04-17 13:53:00,2011-04-17 13:53:00,1,2,1,4,"121","Hibernating"
13475,191.956944444444,4,1431.78,2011-02-14 12:36:00,2011-06-01 13:52:00,1,4,4,9,"144","Needing Attention"
13476,179.034722222222,2,1238.47,2011-03-03 14:43:00,2011-06-14 12:00:00,2,3,4,9,"234","Needing Attention"
13477,38.0319444444444,6,1454.58,2011-02-21 12:29:00,2011-11-02 12:04:00,3,5,4,12,"354","Potential Loyalists"
13479,201.086805555556,2,300.95,2011-04-19 11:27:00,2011-05-23 10:45:00,1,3,2,6,"132","At Risk"
13481,46.1548611111111,5,1804.56,2011-03-28 09:07:00,2011-10-25 09:07:00,3,4,4,11,"344","Potential Loyalists"
13482,232.824305555556,1,184.64,2011-04-21 17:03:00,2011-04-21 17:03:00,1,2,1,4,"121","Hibernating"
13483,66.0395833333333,1,140.34,2011-10-05 11:53:00,2011-10-05 11:53:00,3,2,1,6,"321","Others"
13484,241.847222222222,1,313.8,2011-04-12 16:30:00,2011-04-12 16:30:00,1,2,2,5,"122","At Risk"
13485,233.952777777778,1,454.24,2011-04-20 13:58:00,2011-04-20 13:58:00,1,2,2,5,"122","At Risk"
13486,78.9840277777778,3,1122.41,2011-07-07 17:19:00,2011-09-22 13:13:00,2,4,4,10,"244","Needing Attention"
13487,58.0298611111111,3,575.4,2010-12-21 14:54:00,2011-10-13 12:07:00,3,4,3,10,"343","Potential Loyalists"
13488,17.9229166666667,13,8968.31,2010-12-07 13:01:00,2011-11-22 14:41:00,4,5,5,14,"455","Champions"
13489,105.981944444444,4,449.52,2011-02-18 10:42:00,2011-08-26 13:16:00,2,4,2,8,"242","At Risk"
13491,52.1791666666667,10,1215.82,2010-12-02 14:30:00,2011-10-19 08:32:00,3,5,4,12,"354","Potential Loyalists"
13492,136.934027777778,3,1269.84,2011-05-09 10:06:00,2011-07-26 14:25:00,2,4,4,10,"244","Needing Attention"
13493,275.885416666667,2,618.63,2011-02-25 16:42:00,2011-03-09 15:35:00,1,3,3,7,"133","Needing Attention"
13494,312.036111111111,1,316.26,2011-02-01 11:58:00,2011-02-01 11:58:00,1,2,2,5,"122","At Risk"
13495,8.06180555555556,5,2044.87,2010-12-06 15:14:00,2011-12-02 11:21:00,5,4,4,13,"544","Champions"
13496,11.0777777777778,2,653.33,2010-12-15 10:17:00,2011-11-29 10:58:00,5,3,3,11,"533","Loyal Customers"
13497,283.156944444444,2,348.05,2010-12-06 11:37:00,2011-03-02 09:04:00,1,3,2,6,"132","At Risk"
13499,18.0618055555556,5,1159.11,2011-03-15 08:52:00,2011-11-22 11:21:00,4,4,4,12,"444","Loyal Customers"
13500,23.8854166666667,3,1166.77,2011-08-09 12:20:00,2011-11-16 15:35:00,4,4,4,12,"444","Loyal Customers"
13501,288.74375,1,1340.32,2011-02-24 18:59:00,2011-02-24 18:59:00,1,2,4,7,"124","At Risk"
13502,17.0909722222222,3,292,2011-01-20 09:03:00,2011-11-23 10:39:00,4,4,2,10,"442","Potential Loyalists"
13503,71.9770833333333,1,216.85,2011-09-29 13:23:00,2011-09-29 13:23:00,3,2,1,6,"321","Others"
13504,64.9791666666667,1,295.93,2011-10-06 13:20:00,2011-10-06 13:20:00,3,2,2,7,"322","Potential Loyalists"
13505,73.0375,4,4393.63,2011-04-21 12:07:00,2011-09-28 11:56:00,2,4,5,11,"245","Needing Attention"
13506,316.95625,2,458.52,2010-12-05 12:15:00,2011-01-27 13:53:00,1,3,2,6,"132","At Risk"
13507,3.98402777777778,4,2479.16,2011-07-17 11:50:00,2011-12-06 13:13:00,5,4,5,14,"545","Champions"
13508,244.036111111111,1,110.97,2011-04-10 11:58:00,2011-04-10 11:58:00,1,2,1,4,"121","Hibernating"
13509,9.11111111111111,7,979.72,2011-02-28 13:27:00,2011-12-01 10:10:00,5,5,4,14,"554","Champions"
13510,1.96111111111111,4,1791.56,2011-06-09 09:32:00,2011-12-08 13:46:00,5,4,4,13,"544","Champions"
13512,261.115972222222,1,251.21,2011-03-24 10:03:00,2011-03-24 10:03:00,1,2,2,5,"122","At Risk"
13513,127.041666666667,1,205.1,2011-08-05 11:50:00,2011-08-05 11:50:00,2,2,1,5,"221","Hibernating"
13514,74.1326388888889,1,152.2,2011-09-27 09:39:00,2011-09-27 09:39:00,2,2,1,5,"221","Hibernating"
13515,73.0583333333333,4,891.12,2011-04-06 10:33:00,2011-09-28 11:26:00,2,4,3,9,"243","Needing Attention"
13516,21.9826388888889,3,1389.41,2011-04-15 11:06:00,2011-11-18 13:15:00,4,4,4,12,"444","Loyal Customers"
13517,60.0465277777778,3,2128.42,2011-06-13 08:44:00,2011-10-11 11:43:00,3,4,5,12,"345","Potential Loyalists"
13518,86.0979166666667,1,659.44,2011-09-15 10:29:00,2011-09-15 10:29:00,2,2,3,7,"223","At Risk"
13519,78.7680555555555,1,122.75,2011-09-22 18:24:00,2011-09-22 18:24:00,2,2,1,5,"221","Hibernating"
13520,59.1041666666667,6,3624.35,2010-12-03 10:36:00,2011-10-12 10:20:00,3,5,5,13,"355","Champions"
13521,1.95833333333333,3,1093.65,2011-11-29 15:09:00,2011-12-08 13:50:00,5,4,4,13,"544","Champions"
13522,30.9020833333333,1,125.8,2011-11-09 15:11:00,2011-11-09 15:11:00,4,2,1,7,"421","Others"
13523,33.9020833333333,5,3964.88,2010-12-08 14:22:00,2011-11-06 15:11:00,3,4,5,12,"345","Potential Loyalists"
13524,41.0111111111111,5,680.18,2011-05-04 12:26:00,2011-10-30 12:34:00,3,4,3,10,"343","Potential Loyalists"
13525,15.0340277777778,2,628.78,2011-04-05 15:36:00,2011-11-25 12:01:00,4,3,3,10,"433","Loyal Customers"
13527,34.0319444444444,7,2287.51,2011-01-17 11:17:00,2011-11-06 12:04:00,3,5,5,13,"355","Champions"
13529,79.1493055555556,2,307.76,2011-05-19 11:50:00,2011-09-22 09:15:00,2,3,2,7,"232","At Risk"
13531,205.829166666667,2,483.8,2010-12-08 15:03:00,2011-05-18 16:56:00,1,3,2,6,"132","At Risk"
13532,34.0173611111111,1,210.31,2011-11-06 12:25:00,2011-11-06 12:25:00,3,2,1,6,"321","Others"
13533,183.038888888889,3,270.79,2011-03-17 12:47:00,2011-06-10 11:54:00,1,4,2,7,"142","At Risk"
13534,2.91527777777778,25,5870.08,2010-12-16 15:23:00,2011-12-07 14:52:00,5,5,5,15,"555","Champions"
13536,1.84166666666667,7,3448.29,2011-09-25 13:30:00,2011-12-08 16:38:00,5,5,5,15,"555","Champions"
13538,43.8444444444444,7,1280.85,2011-01-28 10:40:00,2011-10-27 16:34:00,3,5,4,12,"354","Potential Loyalists"
13539,86.1055555555556,3,631.34,2011-02-03 15:23:00,2011-09-15 10:18:00,2,4,3,9,"243","Needing Attention"
13544,40.0368055555556,2,291.41,2011-04-13 12:09:00,2011-10-31 11:57:00,3,3,2,8,"332","Potential Loyalists"
13546,12.9166666666667,3,626.99,2011-05-23 12:14:00,2011-11-27 14:50:00,5,4,3,12,"543","Loyal Customers"
13548,96.9166666666667,2,682.41,2011-04-10 11:35:00,2011-09-04 14:50:00,2,3,3,8,"233","Needing Attention"
13549,26.1458333333333,7,918.2,2011-04-11 13:42:00,2011-11-14 09:20:00,4,5,3,12,"453","Loyal Customers"
13551,319.919444444444,1,91.8,2011-01-24 14:46:00,2011-01-24 14:46:00,1,2,1,4,"121","Hibernating"
13552,66.8965277777778,12,3740.07,2011-01-28 10:10:00,2011-10-04 15:19:00,3,5,5,13,"355","Champions"
13555,74.0097222222222,4,4149.28,2011-05-22 11:06:00,2011-09-27 12:36:00,2,4,5,11,"245","Needing Attention"
13557,28.8930555555556,2,584.06,2011-03-04 12:14:00,2011-11-11 15:24:00,4,3,3,10,"433","Loyal Customers"
13558,6.05972222222222,4,605.06,2011-10-02 13:01:00,2011-12-04 11:24:00,5,4,3,12,"543","Loyal Customers"
13560,7.98541666666667,1,174.37,2011-12-02 13:11:00,2011-12-02 13:11:00,5,2,1,8,"521","Others"
13561,216.007638888889,1,141.86,2011-05-08 12:39:00,2011-05-08 12:39:00,1,2,1,4,"121","Hibernating"
13562,82.0826388888889,3,1799.33,2011-04-08 12:42:00,2011-09-19 10:51:00,2,4,4,10,"244","Needing Attention"
13563,84.9201388888889,2,777.53,2011-07-22 17:21:00,2011-09-16 14:45:00,2,3,3,8,"233","Needing Attention"
13564,144.928472222222,3,1749.02,2010-12-06 17:26:00,2011-07-18 14:33:00,2,4,4,10,"244","Needing Attention"
13565,19.9284722222222,2,240.22,2011-01-09 14:28:00,2011-11-20 14:33:00,4,3,1,8,"431","Others"
13566,41.0354166666667,2,874.71,2011-09-18 12:40:00,2011-10-30 11:59:00,3,3,3,9,"333","Potential Loyalists"
13568,173.922222222222,1,192.85,2011-06-19 14:42:00,2011-06-19 14:42:00,2,2,1,5,"221","Hibernating"
13569,17.9881944444444,2,373.75,2010-12-07 12:29:00,2011-11-22 13:07:00,4,3,2,9,"432","Potential Loyalists"
13570,243.968055555556,1,239.49,2011-04-10 13:36:00,2011-04-10 13:36:00,1,2,1,4,"121","Hibernating"
13571,13.0854166666667,12,2092.32,2011-03-31 12:43:00,2011-11-27 10:47:00,5,5,5,15,"555","Champions"
13572,206.035416666667,1,1384.25,2011-05-18 11:59:00,2011-05-18 11:59:00,1,2,4,7,"124","At Risk"
13573,50.9284722222222,2,294.4,2011-03-31 14:47:00,2011-10-20 14:33:00,3,3,2,8,"332","Potential Loyalists"
13575,23.9833333333333,5,732.07,2011-06-16 14:24:00,2011-11-16 13:14:00,4,4,3,11,"443","Loyal Customers"
13576,10.8861111111111,18,6717.34,2010-12-01 17:24:00,2011-11-29 15:34:00,5,5,5,15,"555","Champions"
13577,25.8965277777778,4,1687.6,2011-04-12 10:33:00,2011-11-14 15:19:00,4,4,4,12,"444","Loyal Customers"
13579,15.1729166666667,2,467.04,2010-12-05 16:10:00,2011-11-25 08:41:00,4,3,2,9,"432","Potential Loyalists"
13581,309.922916666667,1,118,2011-02-03 14:41:00,2011-02-03 14:41:00,1,2,1,4,"121","Hibernating"
13583,156.090277777778,1,781.03,2011-07-07 10:40:00,2011-07-07 10:40:00,2,2,3,7,"223","At Risk"
13584,307.000694444444,1,142.4,2011-02-06 12:49:00,2011-02-06 12:49:00,1,2,1,4,"121","Hibernating"
13587,64.0131944444445,1,712.4,2011-10-07 12:31:00,2011-10-07 12:31:00,3,2,3,8,"323","Potential Loyalists"
13588,16.0888888888889,9,2478.95,2011-03-29 15:53:00,2011-11-24 10:42:00,4,5,5,14,"455","Champions"
13589,15.0277777777778,2,379.65,2011-06-13 12:44:00,2011-11-25 12:10:00,4,3,2,9,"432","Potential Loyalists"
13590,11.9972222222222,6,1981.92,2011-02-09 13:25:00,2011-11-28 12:54:00,5,5,4,14,"554","Champions"
13591,65.0166666666667,3,1117.13,2011-03-18 12:18:00,2011-10-06 12:26:00,3,4,4,11,"344","Potential Loyalists"
13592,36.1256944444444,4,247.96,2011-03-20 14:01:00,2011-11-04 09:49:00,3,4,1,8,"341","Others"
13593,108.96875,5,2037.08,2011-01-07 16:32:00,2011-08-23 13:35:00,2,4,4,10,"244","Needing Attention"
13594,53.1048611111111,1,396.97,2011-10-18 10:19:00,2011-10-18 10:19:00,3,2,2,7,"322","Potential Loyalists"
13596,6.03402777777778,2,697.04,2011-11-27 11:57:00,2011-12-04 12:01:00,5,3,3,11,"533","Loyal Customers"
13598,47.9319444444444,1,180.17,2011-10-23 14:28:00,2011-10-23 14:28:00,3,2,1,6,"321","Others"
13599,1.86111111111111,21,5153.67,2010-12-08 10:11:00,2011-12-08 16:10:00,5,5,5,15,"555","Champions"
13600,312.890972222222,1,219.52,2011-01-31 15:27:00,2011-01-31 15:27:00,1,2,1,4,"121","Hibernating"
13601,45.8048611111111,2,693.32,2011-05-12 16:52:00,2011-10-25 17:31:00,3,3,3,9,"333","Potential Loyalists"
13602,65.04375,1,428.89,2011-10-06 11:47:00,2011-10-06 11:47:00,3,2,2,7,"322","Potential Loyalists"
13603,26.8701388888889,1,164.34,2011-11-13 15:57:00,2011-11-13 15:57:00,4,2,1,7,"421","Others"
13606,29.7944444444444,3,280.54,2011-02-01 11:42:00,2011-11-10 17:46:00,4,4,2,10,"442","Potential Loyalists"
13607,40.85625,1,678.01,2011-10-30 16:17:00,2011-10-30 16:17:00,3,2,3,8,"323","Potential Loyalists"
13610,12.8833333333333,7,1131.88,2011-02-27 14:44:00,2011-11-27 15:38:00,5,5,4,14,"554","Champions"
13611,89.9159722222222,3,1171.8,2010-12-15 10:31:00,2011-09-11 14:51:00,2,4,4,10,"244","Needing Attention"
13614,24.91875,4,1610.46,2011-01-13 12:37:00,2011-11-15 14:47:00,4,4,4,12,"444","Loyal Customers"
13615,319.186805555556,1,417.69,2011-01-25 08:21:00,2011-01-25 08:21:00,1,2,2,5,"122","At Risk"
13617,40.9583333333333,3,544.18,2011-06-12 12:55:00,2011-10-30 13:50:00,3,4,3,10,"343","Potential Loyalists"
13618,174.070138888889,1,177.34,2011-06-19 11:09:00,2011-06-19 11:09:00,2,2,1,5,"221","Hibernating"
13621,117.183333333333,1,213.85,2011-08-15 08:26:00,2011-08-15 08:26:00,2,2,1,5,"221","Hibernating"
13623,31.0347222222222,5,747.78,2011-02-15 13:08:00,2011-11-09 12:00:00,4,4,3,11,"443","Loyal Customers"
13626,253.114583333333,1,257.23,2011-04-01 10:05:00,2011-04-01 10:05:00,1,2,2,5,"122","At Risk"
13627,59.9375,5,1638.47,2010-12-17 09:52:00,2011-10-11 14:20:00,3,4,4,11,"344","Potential Loyalists"
13629,23.9784722222222,11,7792.36,2011-01-05 12:09:00,2011-11-16 13:21:00,4,5,5,14,"455","Champions"
13630,5.89861111111111,7,2031.78,2011-02-27 12:49:00,2011-12-04 15:16:00,5,5,4,14,"554","Champions"
13631,100.120138888889,11,3070.42,2011-03-17 17:13:00,2011-09-01 09:57:00,2,5,5,12,"255","Needing Attention"
13632,25.0826388888889,5,2121.27,2011-04-10 15:07:00,2011-11-15 10:51:00,4,4,5,13,"445","Champions"
13634,33.9652777777778,5,1575.16,2011-01-16 15:30:00,2011-11-06 13:40:00,3,4,4,11,"344","Potential Loyalists"
13635,68.0798611111111,1,1071.03,2011-10-03 10:55:00,2011-10-03 10:55:00,3,2,4,9,"324","Potential Loyalists"
13636,37.0972222222222,5,949.12,2011-02-27 14:29:00,2011-11-03 10:30:00,3,4,4,11,"344","Potential Loyalists"
13637,52.9708333333333,3,810.5,2011-04-27 13:06:00,2011-10-18 13:32:00,3,4,3,10,"343","Potential Loyalists"
13638,16.0916666666667,1,122.64,2011-11-24 10:38:00,2011-11-24 10:38:00,4,2,1,7,"421","Others"
13639,74.9680555555556,1,1033.34,2011-09-26 13:36:00,2011-09-26 13:36:00,2,2,4,8,"224","At Risk"
13642,216.011111111111,1,354.8,2011-05-08 12:34:00,2011-05-08 12:34:00,1,2,2,5,"122","At Risk"
13643,31.8840277777778,3,519.44,2011-06-07 11:40:00,2011-11-08 15:37:00,4,4,3,11,"443","Loyal Customers"
13644,16.9465277777778,4,2624.26,2011-08-26 11:53:00,2011-11-23 14:07:00,4,4,5,13,"445","Champions"
13645,120.860416666667,1,252.1,2011-08-11 16:11:00,2011-08-11 16:11:00,2,2,2,6,"222","At Risk"
13647,10.0347222222222,4,1678.12,2011-04-19 09:49:00,2011-11-30 12:00:00,5,4,4,13,"544","Champions"
13649,257.040972222222,2,346.6,2010-12-08 14:46:00,2011-03-28 11:51:00,1,3,2,6,"132","At Risk"
13650,17.0194444444444,6,1836.34,2011-03-17 12:37:00,2011-11-23 12:22:00,4,5,4,13,"454","Champions"
13651,35.9104166666667,2,94.2,2011-10-31 12:11:00,2011-11-04 14:59:00,3,3,1,7,"331","Others"
13652,46.1659722222222,3,1095.08,2010-12-06 09:21:00,2011-10-25 08:51:00,3,4,4,11,"344","Potential Loyalists"
13654,43.8513888888889,6,2707.33,2011-03-11 12:54:00,2011-10-27 16:24:00,3,5,5,13,"355","Champions"
13655,114.934027777778,2,932.97,2011-04-12 09:53:00,2011-08-17 14:25:00,2,3,3,8,"233","Needing Attention"
13656,165.096527777778,2,379.65,2011-01-06 15:42:00,2011-06-28 10:31:00,2,3,2,7,"232","At Risk"
13657,11.0125,2,382.14,2011-05-22 12:35:00,2011-11-29 12:32:00,5,3,2,10,"532","Potential Loyalists"
13658,10.1090277777778,5,2639.17,2011-05-19 17:15:00,2011-11-30 10:13:00,5,4,5,14,"545","Champions"
13659,206.009027777778,2,1573.2,2011-01-23 12:08:00,2011-05-18 12:37:00,1,3,4,8,"134","Needing Attention"
13662,86.0319444444444,3,897.76,2011-03-25 13:23:00,2011-09-15 12:04:00,2,4,3,9,"243","Needing Attention"
13663,179.879166666667,1,189.47,2011-06-13 15:44:00,2011-06-13 15:44:00,2,2,1,5,"221","Hibernating"
13666,60.8826388888889,3,84.65,2011-02-25 13:05:00,2011-10-10 15:39:00,3,4,1,8,"341","Others"
13667,149.880555555556,1,305.02,2011-07-13 15:42:00,2011-07-13 15:42:00,2,2,2,6,"222","At Risk"
13668,3.02708333333333,21,6363.59,2010-12-12 12:35:00,2011-12-07 12:11:00,5,5,5,15,"555","Champions"
13669,51.1375,2,218.55,2011-07-13 11:44:00,2011-10-20 09:32:00,3,3,1,7,"331","Others"
13670,75.8923611111111,1,349.7,2011-09-25 15:25:00,2011-09-25 15:25:00,2,2,2,6,"222","At Risk"
13672,301.95625,2,186.39,2011-01-11 13:54:00,2011-02-11 13:53:00,1,3,1,5,"131","Others"
13673,19.0270833333333,2,396.92,2011-11-07 15:40:00,2011-11-21 12:11:00,4,3,2,9,"432","Potential Loyalists"
13675,151.995138888889,2,486.82,2011-02-28 12:14:00,2011-07-11 12:57:00,2,3,2,7,"232","At Risk"
13678,152.108333333333,1,232.6,2011-07-11 10:14:00,2011-07-11 10:14:00,2,2,1,5,"221","Hibernating"
13680,1.96041666666667,4,3722.42,2011-01-04 14:12:00,2011-12-08 13:47:00,5,4,5,14,"545","Champions"
13681,18.0673611111111,4,827.83,2011-07-07 15:21:00,2011-11-22 11:13:00,4,4,3,11,"443","Loyal Customers"
13682,187.947222222222,1,59.5,2011-06-05 14:06:00,2011-06-05 14:06:00,1,2,1,4,"121","Hibernating"
13684,286.109027777778,1,67.23,2011-02-27 10:13:00,2011-02-27 10:13:00,1,2,1,4,"121","Hibernating"
13685,3.04791666666667,7,3119.44,2011-10-10 12:59:00,2011-12-07 11:41:00,5,5,5,15,"555","Champions"
13686,183.152777777778,1,72,2011-06-10 09:10:00,2011-06-10 09:10:00,1,2,1,4,"121","Hibernating"
13689,63.9784722222222,1,910,2011-10-07 13:21:00,2011-10-07 13:21:00,3,2,3,8,"323","Potential Loyalists"
13690,59.9076388888889,1,172.25,2011-10-11 15:03:00,2011-10-11 15:03:00,3,2,1,6,"321","Others"
13692,25.0645833333333,3,1488.32,2011-04-17 12:57:00,2011-11-15 11:17:00,4,4,4,12,"444","Loyal Customers"
13694,4.1375,50,65039.62,2010-12-01 12:12:00,2011-12-06 09:32:00,5,5,5,15,"555","Champions"
13695,31.9333333333333,15,2504.13,2011-03-25 11:31:00,2011-11-08 14:26:00,4,5,5,14,"455","Champions"
13697,39.15,1,151.3,2011-11-01 09:14:00,2011-11-01 09:14:00,3,2,1,6,"321","Others"
13699,155.832638888889,1,308.58,2011-07-07 16:51:00,2011-07-07 16:51:00,2,2,2,6,"222","At Risk"
13700,26.9930555555556,10,2265.12,2011-01-16 13:18:00,2011-11-13 13:00:00,4,5,5,14,"455","Champions"
13703,318.986111111111,1,99.5,2011-01-25 13:10:00,2011-01-25 13:10:00,1,2,1,4,"121","Hibernating"
13704,5.90069444444444,9,2308.06,2011-09-12 14:40:00,2011-12-04 15:13:00,5,5,5,15,"555","Champions"
13705,8.0125,3,711.86,2010-12-01 10:29:00,2011-12-02 12:32:00,5,4,3,12,"543","Loyal Customers"
13706,303.145138888889,1,330.79,2011-02-10 09:21:00,2011-02-10 09:21:00,1,2,2,5,"122","At Risk"
